ID,Language_ID,Form,Description,Part_Of_Speech,Parameter_ID,Morpho_Segments,Stem_ID,Segments,Comment,Source,Media_ID
asakontompene-four,yab,asakontompene,,adv,four,asakontompene,,,,muller2021yawarana,YarLex_0110_AnFo_asakontompene
asereke-dry-cough-prop,yab,asereke,,adv,tuberculous,asere ke,,,,muller2021yawarana,YarLex_0126_AnFo_asereke
atiri-plot-of-cultivated-land-pert,yab,atiri,,n,plot of cultivated land,ati ri,,,,muller2021yawarana,
atirijpe-plot-of-cultivated-land-pert-pst,yab,atirijpë,,n,old field,ati ri jpë,,,,muller2021yawarana,YarLex_0155_PaPe_atirijpe
ayawori-2-lk-uncle-pert,yab,ayawori,,n,your uncle; your father in law,a y awo ri,,,,muller2021yawarana,
chijchipuru-body-movement-pert,yab,chijchipuru,,n,move (body),chijchipu ru,,,,muller2021yawarana,
enirono-now-nmlz,yab,enirono,,n,new,eniro no,,,,muller2021yawarana,YarLex_0368_PaPe_enirono-02
ijmokani-cook-agtnmlz,yab,ijmokani,,n,cook,ijmoka ni,,,,muller2021yawarana,YarLex_0466_AnFo_ijmokani
ijtari-3-foot-pert,yab,ijtari,,n,foot,i jta ri,,,,muller2021yawarana,YarLex_0449_AnFo_ijtari
kamparake-big-prop,yab,kamparake,,adv,large,kampara ke,,,,muller2021yawarana,
karasake-white,yab,karasake,,adv,white,karasake,,,,muller2021yawarana,YarLex_0618_PaPe_karasake-02
kojpaye-at-night,yab,kojpaye,,adv,at night,kojpaye,,,,muller2021yawarana,YarLex_0767_AnFo_kojpaye
kereke-old-prop,yab,kërëke,,adv,black,kërë ke,,,,muller2021yawarana,YarLex_0719_AnFo_kereke
kerekemi-old-prop-nmlz,yab,kërëkemï,,n,black,kërë ke mï,,,,muller2021yawarana,
keya-think-acnnmlz,yab,këya,,adv,think-ACNNMLZ,këya ∅,,,,muller2021yawarana,
pe-ess,yab,pe,,postp,ESS,pe,,,,muller2021yawarana,
nonokemi-earth-prop-nmlz,yab,nonokemï,,n,landowner,nono ke mï,,,,muller2021yawarana,YarLex_1121_AnFo_nonokemi
nopano-good-nmlz,yab,nopano,,n,good,nop ano,,,,muller2021yawarana,YarLex_1125_PaPe_nopano-02
ntate-mouth-npert,yab,ntatë,,n,mouth,nta të,,,,muller2021yawarana,YarLex_1137_PaPe_ntate
pejmani-bewitch-agtnmlz,yab,pejmani,,n,shaman,pejma ni,,,,muller2021yawarana,YarLex_1302_AnFo_pejmari-02
pekepene-alone,yab,pëkëpene,,postp,alone,pëkëpene,,,,muller2021yawarana,
romoye-downriver,yab,romoye,,adv,downriver,romoye,,,,muller2021yawarana,YarLex_1568_AnFo_romoye-02
saparari-heavy-pot-pert,yab,saparari,,n,heavy pot,sapara ri,,,,muller2021yawarana,YarLex_1612_AnFo_saparari
tajme-ugly,yab,tajme,,adv,ugly,tajme,,,,muller2021yawarana,YarLex_1803_AnFo_tajme
takunuru-laziness-pert,yab,takunuru,,n,laziness,takunu ru,,,,muller2021yawarana,YarLex_1837_AnFo_takunuru
tapire-red,yab,tapire,,adv,red,tapire,,,,muller2021yawarana,YarLex_1864_AnFo_tapiire
tawori-3-uncle-pert,yab,tawori,,n,his / her uncle / father in law,t awo ri,,,,muller2021yawarana,
teijpono-far-nmlz,yab,teijpono,,n,long; far,teijpo no,,,,muller2021yawarana,YarLex_1948_PaPe_teijpono
tejpore-tasty,yab,tejpore,,adv,tasty,tejpore,,,,muller2021yawarana,YarLex_1957_AnFo_tejpore
tejporemi-tasty-nmlz,yab,tejporemï,,n,tasty,tejpore mï,,,,muller2021yawarana,
tejweti-3-hammock-pert,yab,tejweti,,n,hammock,t ejwe ti,,,,muller2021yawarana,
tepese-3-escape-pst,yab,tepese,,vi,expensive,t epe se,,,,muller2021yawarana,YarLex_2004_PaPe_tepese
terepunu-3-sick-pert,yab,terepunu,,n,sick,t erepunu ∅,,,,muller2021yawarana,YarLex_2020_AnFo_terepunu
tesekemi-prop-name-prop-nmlz,yab,tesekemï,,n,named,t ese ke mï,,,,muller2021yawarana,YarLex_2030_PaPe_teseke
toti-3-meat-pert,yab,toti,,n,food,t oti ∅,,,,muller2021yawarana,YarLex_2104_AnFo_tooti
weseyu-be-brave-acnnmlz,yab,weseyu,,adv,be_brave-ACNNMLZ,weseyu ∅,,,,muller2021yawarana,
weseyuru-be-brave-ipfv,yab,weseyuru,,vi,be brave,weseyu ru,,,,muller2021yawarana,
ejte-house-npert,yab,ëjtë,,n,house,ëj të,,,,muller2021yawarana,YarLex_0308_AnFo_ejte
toto-non-indian,yab,toto,,n,non_Indian,toto,,,,,
re-emp,yab,rë,,part,EMP,rë,,,,,
mokontomo-2pl-pro,yab,mokontomo,,pn,2PL.PRO,mokontomo,,,,,
ya-erg,yab,ya,,postp,ERG,ya,,,,,
yenijpe-drink-pst,yab,yenijpë,,vt,drink-PST,yeni jpë,,,,,
ta-say-ipfv,yab,ta,,vt,say-IPFV,ta ∅,,,,,
ta-like,yab,ta,,part,like,ta,,,,,
ta-say-acnnmlz,yab,ta,,n,say-ACNNMLZ,ta ∅,,,,,
tototon-non-indian-pl,yab,tototon,,n,non_Indian-PL,toto ton,,,,,
yoti-lk-meat-pert,yab,yoti,,n,LK-meat-PERT,y oti ∅,,,,,
ti-hsy,yab,ti,,part,HSY,ti,,,,,
aaa-ah,yab,aaa,,intj,ah,aaa,,,,,
tewi-3pro,yab,tëwï,,pn,3PRO,tëwï,,,,,
warai-like,yab,warai,,postp,like,warai,,,,,
e-e-yes,yab,ë'ë,,intj,yes,ë'ë,,,,,
waraij-like,yab,waraij,,postp,like,waraij,,,,,
tase-say-pst,yab,tase,,vt,say-PST,ta se,,,,,
asuka-sugar,yab,asuka,,n,sugar,asuka,,,,,
chi-cop-acnnmlz,yab,chi,,n,COP-ACNNMLZ,chi ∅,,,,,
yawe-loc,yab,yawë,,postp,LOC,yawë,,,,,
neke-cntr,yab,neke,,part,CNTR,neke,,,,,
ne-ints,yab,ne,,part,INTS,ne,,,,,
yewenke-lk-ignorant,yab,yewenke,,postp,LK-ignorant,y ewenke,,,,,
awata-surp,yab,awata,,intj,SURP,awata,,,,,
taki-cnfrm,yab,takï,,part,CNFRM,takï,,,,,
pirare-neg-exist,yab,pïrarë,,part,NEG.EXIST,pïrarë,,,,,
nwa-thus,yab,nwa,,part,thus,nwa,,,,,
ma-rst,yab,ma,,part,RST,ma,,,,,
yakere-lk-with,yab,yakërë,,postp,LK-with,y akërë,,,,,
ejne-1-2pro,yab,ejnë,,pn,1+2PRO,ejnë,,,,,
wejsape-cop-pfv,yab,wejsapë,,vi,COP-PFV,wej sapë,,,,,
sa-eval,yab,sa,,part,EVAL,sa,,,,,
irejpe-then,yab,irëjpë,,adv,then,irëjpë,,,,,
ke-ins,yab,ke,,postp,INS,ke,,,,,
tawara-too,yab,tawara,,adv,too,tawara,,,,,
kajwe-coffee,yab,kajwe,,n,coffee,kajwe,,,,,
yenija-drink-neg,yab,yenija,,vt,drink-NEG,yeni ja,,,,,
yenija-drink-neg-1,yab,yënija,,vt,drink-NEG,yëni ja,,,,,
esene-see-self-ipfv,yab,esene,,vi,see_self-IPFV,esene ∅,,,,,
seneja-see-self-neg,yab,seneja,,vi,see_self-NEG,sene ja,,,,,
wa-thus,yab,wa,,part,thus,wa,,,,,
sukase-all,yab,sukase,,adv,all,sukase,,,,,
arina-trembler,yab,arina,,n,trembler,arina,,,,,
eni-prox-inan,yab,eni,,dem,PROX.INAN,eni,,,,,
aro-rice,yab,aro,,n,rice,aro,,,,,
yenesemi-eat-meat-ptcp-nmlz,yab,yënësemï,,n,eat(meat)-PTCP-NMLZ,yënë se mï,,,,,
tajtane-say-cncs,yab,tajtane,,adv,say-CNCS,taj tane,,,,,
sere-bitter-manioc,yab,sere,,n,bitter_manioc,sere,,,,,
okiri-chicha-pert,yab,okïrï,,n,chicha-PERT,okï rï,,,,,
sukutaka-yucuta,yab,sukutaka,,n,yucuta,sukutaka,,,,,
intipijke-small,yab,intipijkë,,adv,small,intipijkë,,,,,
taji-foc,yab,taji,,part,FOC,taji,,,,,
tainija-3p-see-neg,yab,tainija,,vt,3P-see-NEG,ta ini ja,,,,,
kwa-how,yab,kwa,,part,how,kwa,,,,,
tajtoj-say-circ-nmlz,yab,tajtoj,,n,say-CIRC.NMLZ,taj toj,,,,,
inijpe-see-pst-acnnmlz,yab,inijpë,,n,see-PST.ACNNMLZ,ini jpë,,,,,
kampra-big,yab,kampra,,n,big,kampra,,,,,
chawe-loc,yab,chawë,,postp,LOC,chawë,,,,,
chiyawe-when,yab,chiyawë,,part,when,chiyawë,,,,,
yeneja-eat-meat-neg,yab,yënëja,,vt,eat(meat)-NEG,yënë ja,,,,,
tewarai-3-like,yab,tëwarai,,postp,3-like,të warai,,,,,
sereke-bitter-manioc-prop,yab,sereke,,adv,bitter_manioc-PROP,sere ke,,,,,
yuru-lk-starchy-food-pert,yab,yuru,,n,LK-starchy_food-PERT,y u ru,,,,,
onono-another,yab,onono,,n,another,onono,,,,,
peke-about,yab,pëkë,,postp,about,pëkë,,,,,
pano-fmr,yab,pano,,part,FMR,pano,,,,,
yenipeke-drink-prog-tr,yab,yenipëkë,,vt,drink-PROG.TR,yeni pëkë,,,,,
kimii-chili,yab,kïmïi,,n,chili,kïmïi,,,,,
yemepeti-eat-fruits-eggs-soup-plur-ipfv,yab,yemepëti,,vt,"eat(fruits,_eggs,_soup)-PLUR-IPFV",yeme pëti ∅,,,,,
iyawe-3-loc,yab,iyawë,,postp,3-LOC,i yawë,,,,,
yeni-drink-ipfv,yab,yeni,,vt,drink-IPFV,yeni ∅,,,,,
keyatajpe-grow-pst-acnnmlz,yab,këyatajpë,,n,grow-PST.ACNNMLZ,këyata jpë,,,,,
papa-father,yab,papa,,n,father,papa,,,,,
yojtejpe-fish-with-hook-pst,yab,yojtëjpë,,vt,fish_with_hook-PST,yojtë jpë,,,,,
enireno-now-nmlz,yab,enirëno,,n,now-NMLZ,enirë no,,,,,
takere-3-with,yab,takërë,,postp,3-with,t akërë,,,,,
yumpe-fairly,yab,yumpe,,adv,fairly,yumpe,,,,,
yene-eat-meat-ipfv,yab,yënë,,vt,eat(meat)-IPFV,yënë ∅,,,,,
meki-3-anim-dist,yab,mëkï,,dem,3.ANIM.DIST,mëkï,,,,,
ijtese-3-go-pst,yab,ijtëse,,vi,3-go-PST,ij të se,,,,,
ati-what,yab,ati,,intj,what,ati,,,,,
tajne-3-pl,yab,tajne,,pn,3-PL,ta jne,,,,,
tewenke-3-ignorant,yab,tewenke,,postp,3-ignorant,t ewenke,,,,,
kwase-how,yab,kwase,,part,how,kwase,,,,,
senkaja-finish-neg,yab,sënkaja,,vi,finish-NEG,sënka ja,,,,,
inawe-have,yab,inawë,,postp,have,inawë,,,,,
yaweno-loc-nmlz,yab,yawëno,,n,LOC-NMLZ,yawë no,,,,,
wire-1pro,yab,wïrë,,pn,1PRO,wïrë,,,,,
tototomo-non-indian-pl,yab,tototomo,,n,non_Indian-PL,toto tomo,,,,,
naike-do-acnnmlz-prop,yab,naike,,adv,do-ACNNMLZ-PROP,nai ∅ ke,,,,,
yamane-make-ipfv,yab,yamanë,,vt,make-IPFV,yamanë ∅,,,,,
aniki-who,yab,aniki,,pn,who,aniki,,,,,
nepijpe-bring-pst,yab,nepïjpë,,vt,bring-PST,nepï jpë,,,,,
melicio-m,yab,melicio,,n,M.,melicio,,,,,
erine-cooking-pot,yab,ërinë,,n,cooking_pot,ërinë,,,,,
nono-earth,yab,nono,,n,earth,nono,,,,,
yerine-lk-cooking-pot-pert,yab,yërinë,,n,LK-cooking_pot-PERT,y ërinë ∅,,,,,
ijmojkatopo-cook-circ-nmlz,yab,ijmojkatopo,,n,cook-CIRC.NMLZ,ijmojka topo,,,,,
pare-also,yab,parë,,part,also,parë,,,,,
pataka-take-out-ipfv,yab,pataka,,vt,take_out-IPFV,pataka ∅,,,,,
n-ints,yab,n,,part,INTS,n,,,,,
yeye-tree,yab,yëye,,n,tree,yëye,,,,,
kani-take-out-agtnmlz,yab,kani,,n,take_out-AGTNMLZ,ka ni,,,,,
en-prox-inan,yab,en,,dem,PROX.INAN,en,,,,,
ejka-right,yab,ëjka,,part,right,ëjka,,,,,
poye-above,yab,poye,,postp,above,poye,,,,,
turi-give-acnnmlz,yab,turi,,n,give-ACNNMLZ,tu ri,,,,,
po-loc,yab,po,,postp,LOC,po,,,,,
poroko-basket-sp,yab,poroko,,n,basket.sp,poroko,,,,,
wepija-come-neg,yab,wepïja,,vi,come-NEG,wepï ja,,,,,
teijpo-far,yab,teijpo,,adv,far,teijpo,,,,,
mukuton-child-pl,yab,mukuton,,n,child-PL,muku ton,,,,,
empamija-learn-neg,yab,ëmpamïja,,vi,learn-NEG,ëmpamï ja,,,,,
jra-neg,yab,jra,,part,NEG,jra,,,,,
yiwiti-lk-house-pert,yab,yïwïtï,,n,LK-house-PERT,y ïwïtï ∅,,,,,
mukutom-child-pl,yab,mukutom,,n,child-PL,muku tom,,,,,
uya-ratom-1-grandchild-pert-pl,yab,uya'ratom,,n,1-grandchild-PERT-PL,u ya'ra ∅ tom,,,,,
uya-ra-1-grandchild-pert,yab,uya'ra,,n,1-grandchild-PERT,u ya'ra ∅,,,,,
empampejteke-learn-plur-pl-imp,yab,ëmpampëjtëkë,,vi,learn-PLUR-PL-IMP,ëmpam pëj të kë,,,,,
moronkapo-make-suffer-des-ipfv,yab,moronkapo,,vt,make_suffer-DES-IPFV,moronka po ∅,,,,,
ire-3ana-inan,yab,irë,,dem,3ANA.INAN,irë,,,,,
taropo-say-des-ipfv,yab,taropo,,vt,say-DES-IPFV,taro po ∅,,,,,
uya-ratomo-1-grandchild-pert-pl,yab,uya'ratomo,,n,1-grandchild-PERT-PL,u ya'ra ∅ tomo,,,,,
waraijtokomo-man,yab,waraijtokomo,,n,man,waraijtokomo,,,,,
mijna-there-all,yab,mïjna,,adv,there.ALL,mïjna,,,,,
keyaja-think-neg,yab,këyaja,,vi,think-NEG,këya ja,,,,,
empamtoj-learn-circ-nmlz,yab,ëmpamtoj,,n,learn-CIRC.NMLZ,ëmpam toj,,,,,
tawaraij-too,yab,tawaraij,,adv,too,tawaraij,,,,,
chikontomo-cop-ipfv-pl,yab,chikontomo,,vi,COP-IPFV-PL,chi ∅ kontomo,,,,,
ente-here-loc,yab,entë,,adv,here.LOC,entë,,,,,
pini-neg,yab,pïni,,part,NEG,pïni,,,,,
minte-there-loc,yab,mïntë,,adv,there.LOC,mïntë,,,,,
yenepeja-send-away-neg,yab,yenepeja,,vt,send_away-NEG,yenepe ja,,,,,
empamijakontomo-learn-neg-pl,yab,ëmpamïjakontomo,,vi,learn-NEG-PL,ëmpamï ja kontomo,,,,,
tewisantomo-3pro-pl,yab,tëwïsantomo,,pn,3PRO.PL,tëwïsantomo,,,,,
yapijtomo-old,yab,yapijtomo,,n,old,yapijtomo,,,,,
tajpetiri-say-plur-ipfv,yab,tajpëtiri,,vt,say-PLUR-IPFV,taj pëti ri,,,,,
mukutomo-child-pl,yab,mukutomo,,n,child-PL,muku tomo,,,,,
senejkaja-stay-neg,yab,senejkaja,,vi,stay-NEG,senejka ja,,,,,
moronkaja-make-suffer-neg,yab,moronkaja,,vt,make_suffer-NEG,moronka ja,,,,,
pojte-want-acnnmlz,yab,pojtë,,n,want-ACNNMLZ,pojtë ∅,,,,,
yawakaja-sow-neg,yab,yawakaja,,vt,sow-NEG,yawaka ja,,,,,
nope-good,yab,nope,,adv,good,nope,,,,,
wejsaj-cop-pfv,yab,wejsaj,,vi,COP-PFV,wej saj,,,,,
maniki-rel-anim,yab,maniki,,part,REL.ANIM,maniki,,,,,
indigena-indigenous-person,yab,indigena,,n,indigenous_person,indigena,,,,,
wejpo-come-des-ipfv,yab,wejpo,,vi,come-DES-IPFV,wej po ∅,,,,,
yareja-bring-neg,yab,yarëja,,vt,bring-NEG,yarë ja,,,,,
empamipeke-learn-prog-tr,yab,ëmpamïpëkë,,vi,learn-PROG.TR,ëmpamï pëkë,,,,,
empamiri-learn-ipfv,yab,ëmpamïrï,,vi,learn-IPFV,ëmpamï rï,,,,,
taro-say-ipfv,yab,taro,,vt,say-IPFV,taro ∅,,,,,
penare-before,yab,penarë,,adv,before,penarë,,,,,
yepematopo-pay-circ-nmlz,yab,yepematopo,,n,pay-CIRC.NMLZ,yepema topo,,,,,
mukuru-child-pert,yab,mukuru,,n,child-PERT,muku ru,,,,,
ijteri-3-go-ipfv,yab,ijtëri,,vi,3-go-IPFV,ij të ri,,,,,
ijtetojpe-3-go-fut,yab,ijtëtojpe,,vi,3-go-FUT,ij të tojpe,,,,,
ana-1-3pro,yab,ana,,pn,1+3PRO,ana,,,,,
warotatopo-work-circ-nmlz,yab,warotatopo,,n,work-CIRC.NMLZ,warota topo,,,,,
ejpina-often,yab,ëjpïna,,adv,often,ëjpïna,,,,,
mmm-yes,yab,mmm,,intj,yes,mmm,,,,,
tapojteja-3p-want-neg,yab,tapojtëja,,vt,3P-want-NEG,ta pojtë ja,,,,,
mere-2pro,yab,mërë,,pn,2PRO,mërë,,,,,
iniri-see-ipfv,yab,iniri,,vt,see-IPFV,ini ri,,,,,
meyarika-2-laugh-ipfv,yab,mëyarika,,vi,2-laugh-IPFV,më yarika ∅,,,,,
meyaruwari-2-laugh-ipfv,yab,mëyaruwari,,vi,2-laugh-IPFV,më yaruwa ri,,,,,
mepekepene-2-alone,yab,mëpëkëpene,,postp,2-alone,më pëkëpene,,,,,
yaruwaja-laugh-neg,yab,yaruwaja,,vi,laugh-NEG,yaruwa ja,,,,,
enka-right,yab,ënka,,part,right,ënka,,,,,
wanene-aunt,yab,wanene,,n,aunt,wanene,,,,,
yaruwari-laugh-ipfv,yab,yaruwari,,vi,laugh-IPFV,yaruwa ri,,,,,
yakarama-tell-acnnmlz,yab,yakarama,,n,tell-ACNNMLZ,yakarama ∅,,,,,
mare-rel-inan,yab,mare,,part,REL.INAN,mare,,,,,
yaruwakem-laugh-acnnmlz-prop-nmlz,yab,yaruwakem,,adv,laugh-ACNNMLZ-PROP-NMLZ,yaruwa ∅ ke m,,,,,
pinire-neg,yab,pïnirë,,part,NEG,pïnirë,,,,,
mekisantomo-dist-anim-pl,yab,mëkïsantomo,,dem,DIST.ANIM.PL,mëkïsantomo,,,,,
ki-ugh,yab,kï,,intj,ugh,kï,,,,,
serekapo-become-tired-des-ipfv,yab,serekapo,,vi,become_tired-DES-IPFV,sereka po ∅,,,,,
ka-q,yab,ka,,part,Q,ka,,,,,
pokono-about-nmlz,yab,pokono,,n,about-NMLZ,poko no,,,,,
iri-put-ipfv,yab,iri,,vt,put-IPFV,i ri,,,,,
tunam-hide-acnnmlz,yab,tunam,,n,hide-ACNNMLZ,tunam ∅,,,,,
yarikari-laugh-ipfv,yab,yarikari,,vi,laugh-IPFV,yarika ri,,,,,
tawaja-thus-neg,yab,tawaja,,adv,thus.NEG,tawaja,,,,,
yarikaja-laugh-neg,yab,yarikaja,,vi,laugh-NEG,yarika ja,,,,,
yarikatopo-laugh-circ-nmlz,yab,yarikatopo,,n,laugh-CIRC.NMLZ,yarika topo,,,,,
taitapo-3p-hear-des-ipfv,yab,taitapo,,vt,3P-hear-DES-IPFV,ta ita po ∅,,,,,
chiri-cop-acnnmlz,yab,chiri,,n,COP-ACNNMLZ,chi ri,,,,,
senejkari-stay-ipfv,yab,senejkarï,,vi,stay-IPFV,senejka rï,,,,,
uyiwij-1-lk-house-pert,yab,uyïwïj,,n,1-LK-house-PERT,u y ïwïj ∅,,,,,
yaka-all,yab,yaka,,postp,ALL,yaka,,,,,
sukuri-silently,yab,sukuri,,adv,silently,sukuri,,,,,
itari-hear-ipfv,yab,itari,,vt,hear-IPFV,ita ri,,,,,
kajke-say-imp,yab,kajkë,,vi,say-IMP,kaj kë,,,,,
usenejkari-1-stay-ipfv,yab,usenejkari,,vi,1-stay-IPFV,u senejka ri,,,,,
pana-dat,yab,pana,,postp,DAT,pana,,,,,
yaruwatopo-laugh-circ-nmlz,yab,yaruwatopo,,n,laugh-CIRC.NMLZ,yaruwa topo,,,,,
inke-see-imp,yab,inkë,,vt,see-IMP,in kë,,,,,
mere-med-inan,yab,mërë,,dem,MED.INAN,mërë,,,,,
yaruwatepeke-laugh-prog-intr,yab,yaruwatëpëkë,,vi,laugh-PROG.INTR,yaruwa tëpëkë,,,,,
ini-see-acnnmlz,yab,ini,,n,see-ACNNMLZ,ini ∅,,,,,
waimukontomo-speak-ipfv-pl,yab,waimukontomo,,vi,speak-IPFV-PL,waimu ∅ kontomo,,,,,
ijpe-put-pst,yab,ijpë,,vt,put-PST,i jpë,,,,,
yekerema-boast-sexually-ipfv,yab,yekerema,,vt,boast_sexually-IPFV,yekerema ∅,,,,,
pinika-prob,yab,pïnika,,part,PROB,pïnika,,,,,
yaruwakontomo-laugh-ipfv-pl,yab,yaruwakontomo,,vi,laugh-IPFV-PL,yaruwa ∅ kontomo,,,,,
mare-still,yab,mare,,adv,still,mare,,,,,
yatum-day,yab,yatum,,n,day,yatum,,,,,
takontomo-say-ipfv-pl,yab,takontomo,,vt,say-IPFV-PL,ta ∅ kontomo,,,,,
inija-see-neg,yab,inija,,vt,see-NEG,ini ja,,,,,
ke-ugh,yab,kë,,intj,ugh,kë,,,,,
wajyakiti-be-happy-ipfv,yab,wajyakïtï,,vi,be_happy-IPFV,wajyakïtï ∅,,,,,
uyare-1-alone,yab,uyarë,,postp,1-alone,u yarë,,,,,
peremekiri-talk-ipfv,yab,përemekïrï,,vi,talk-IPFV,përemekï rï,,,,,
narepe-part,yab,narëpe,,part,PART,narëpe,,,,,
chiyakon-friend-pert,yab,chiyakon,,n,friend-PERT,chiyakon ∅,,,,,
yarikasemi-laugh-ptcp-nmlz,yab,yarikasemï,,n,laugh-PTCP-NMLZ,yarika se mï,,,,,
najmo-grandmother,yab,najmo,,n,grandmother,najmo,,,,,
yakaramapetiri-tell-plur-ipfv,yab,yakaramapëtiri,,vt,tell-PLUR-IPFV,yakarama pëti ri,,,,,
yeneni-eat-meat-agtnmlz,yab,yënëni,,n,eat(meat)-AGTNMLZ,yënë ni,,,,,
meyewenke-2-lk-ignorant,yab,mëyewenke,,postp,2-LK-ignorant,më y ewenke,,,,,
takono-other,yab,takono,,n,other,takono,,,,,
tawaru-nyctidromus-albicollis-pert,yab,tawaru,,n,nyctidromus_albicollis-PERT,tawa ru,,,,,
muku-child,yab,muku,,n,child,muku,,,,,
enijpete-one,yab,enijpëtë,,adv,one,enijpëtë,,,,,
wurijyam-woman,yab,wurijyam,,n,woman,wurijyam,,,,,
tepekepene-3-alone,yab,tëpëkëpene,,postp,3-alone,të pëkëpene,,,,,
chi-cop-ipfv,yab,chi,,vi,COP-IPFV,chi ∅,,,,,
waraijto-husband,yab,waraijto,,n,husband,waraijto,,,,,
yutu-forest,yab,yutu,,n,forest,yutu,,,,,
ekejna-where-nmlz,yab,ëkëjna,,n,where-NMLZ,ëkëj na,,,,,
surukupi-fish-sp,yab,surukupi,,n,fish.sp,surukupi,,,,,
tuna-water,yab,tuna,,n,water,tuna,,,,,
meyakere-2-lk-with,yab,mëyakërë,,postp,2-LK-with,më y akërë,,,,,
mai-lets-go,yab,mai,,intj,let’s_go,mai,,,,,
se-eval,yab,se,,part,EVAL,se,,,,,
yapejtane-grab-cncs,yab,yapëjtane,,adv,grab-CNCS,yapëj tane,,,,,
makuyupi-catfish-sp,yab,makuyupi,,n,catfish.sp,makuyupi,,,,,
tejta-hollow,yab,tëjta,,n,hollow,tëjta,,,,,
tatuse-3p-give-pst,yab,tatuse,,vt,3P-give-PST,ta tu se,,,,,
imukuru-3-child-pert,yab,imukuru,,n,3-child-PERT,i muku ru,,,,,
mukupijke-child-dim,yab,mukupïjkë,,n,child-DIM,muku pïjkë,,,,,
mukujpe-child-pst,yab,mukujpë,,n,child-PST,muku jpë,,,,,
pijke-dim,yab,pïjkë,,part,DIM,pïjkë,,,,,
tanemese-3p-leave-pst,yab,tanëmëse,,vt,3P-leave-PST,ta nëmë se,,,,,
yapejke-grab-imp,yab,yapëjkë,,vt,grab-IMP,yapëj kë,,,,,
tatase-3p-say-pst,yab,tatase,,vt,3P-say-PST,ta ta se,,,,,
nejke-bring-imp,yab,nejkë,,vt,bring-IMP,nej kë,,,,,
memukuru-2-child-pert,yab,mëmukuru,,n,2-child-PERT,më muku ru,,,,,
chijpe-cop-pst,yab,chijpë,,vi,COP-PST,chi jpë,,,,,
tayene-3p-eat-meat-ipfv,yab,tayënë,,vt,3P-eat(meat)-IPFV,ta yënë ∅,,,,,
panari-ear-pert,yab,panari,,n,ear-PERT,pana ri,,,,,
samopeke-cry-prog-tr,yab,samopëkë,,vi,cry-PROG.TR,samo pëkë,,,,,
yane-mother,yab,yanë,,n,mother,yanë,,,,,
tayenepejse-3p-eat-meat-plur-pst,yab,tayënëpëjse,,vt,3P-eat(meat)-PLUR-PST,ta yënë pëj se,,,,,
panarijpe-ear-pert-pst,yab,panarijpë,,n,ear-PERT-PST,pana ri jpë,,,,,
tena-loc-nmlz,yab,tëna,,n,LOC-NMLZ,të na,,,,,
mesuku-blood,yab,mesuku,,n,blood,mesuku,,,,,
meyenetojpano-2-eat-meat-fut-concl,yab,mëyënëtojpano,,vt,2-eat(meat)-FUT.CONCL,më yënë tojpano,,,,,
uyakere-1-lk-with,yab,uyakërë,,postp,1-LK-with,u y akërë,,,,,
wepiri-come-ipfv,yab,wepïrï,,vi,come-IPFV,wepï rï,,,,,
tampapeti-become-angry-plur-ipfv,yab,tampapëti,,vi,become_angry-PLUR-IPFV,tampa pëti ∅,,,,,
anajmo-2-grandmother-pert,yab,anajmo,,n,2-grandmother-PERT,a najmo ∅,,,,,
yenepejsape-eat-meat-plur-pfv,yab,yënëpëjsapë,,vt,eat(meat)-PLUR-PFV,yënë pëj sapë,,,,,
panake-ear-prop,yab,panake,,adv,ear-PROP,pana ke,,,,,
tayenese-3p-eat-meat-pst,yab,tayënëse,,vt,3P-eat(meat)-PST,ta yënë se,,,,,
anajmori-2-grandmother-pert,yab,anajmori,,n,2-grandmother-PERT,a najmo ri,,,,,
yakarama-tell-ipfv,yab,yakarama,,vt,tell-IPFV,yakarama ∅,,,,,
tajromini-bad-omen,yab,tajromini,,n,bad_omen,tajromini,,,,,
itaja-hear-neg,yab,itaja,,vt,hear-NEG,ita ja,,,,,
kuruj-k,yab,kuruj,,intj,K.,kuruj,,,,,
ej-house,yab,ëj,,n,house,ëj,,,,,
mjm-yes,yab,mjm,,intj,yes,mjm,,,,,
orojyamo-evil-being,yab,orojyamo,,n,evil_being,orojyamo,,,,,
tajromin-bad-omen,yab,tajromin,,n,bad_omen,tajromin,,,,,
pinchi-hes,yab,pinchi,,part,HES,pinchi,,,,,
aniki-who-1,yab,anïkï,,pn,who,anïkï,,,,,
yaye-loc,yab,yaye,,postp,LOC,yaye,,,,,
ijiji-ijiji,yab,ïjïjï,,ideo,ïjïjï,ïjïjï,,,,,
samopeti-cry-plur-ipfv,yab,samopëti,,vi,cry-PLUR-IPFV,samo pëti ∅,,,,,
iriyawe-then,yab,iriyawë,,adv,then,iriyawë,,,,,
miro-m,yab,mïro,,intj,M.,mïro,,,,,
tajrominkemi-bad-omen-prop-nmlz,yab,tajrominkemï,,n,bad_omen-PROP-NMLZ,tajromin ke mï,,,,,
tajrominiri-bad-omen-pert,yab,tajrominiri,,n,bad_omen-PERT,tajromini ri,,,,,
semapejsejne-die-plur-pst-pl,yab,sëmapëjsejne,,vi,die-PLUR-PST-PL,sëma pëj se jne,,,,,
keresantomo-prox-anim-pl,yab,kërësantomo,,dem,PROX.ANIM.PL,kërësantomo,,,,,
